Timestamp,Requests_Last_5s,CPU_Usage(%),Memory_Usage(%),Avg_Response_Time(ms),Thread_Utilization(%),Requests_Per_Second,Load_Level
1645007,28,0.00,1.83,104.50,0.00,5.60,Low
1650007,12,0.00,1.85,101.42,0.00,2.40,Low
1655007,13,0.00,1.86,100.85,0.00,2.60,Low
1660009,12,0.00,1.87,100.67,0.00,2.40,Low
1665007,13,0.00,1.89,93.23,2.00,2.60,Low
1670007,12,0.00,1.90,109.42,0.00,2.40,Low
1675007,5,0.00,1.90,101.00,0.00,1.00,Low
1680007,29,0.00,1.94,97.45,2.00,5.80,Low
1685007,49,0.00,1.96,101.00,2.00,9.80,Low
1690006,50,0.00,2.02,101.08,2.00,10.00,Low
1695007,49,0.00,2.07,101.18,2.00,9.80,Low
1700007,49,0.00,2.10,100.94,2.00,9.80,Low
1705008,50,0.00,2.15,101.08,2.00,10.00,Low
1710007,49,0.00,2.20,100.88,2.00,9.80,Low
1715007,50,0.00,2.24,100.74,2.00,10.00,Low
1720007,49,0.00,2.29,101.06,2.00,9.80,Low
1725007,50,0.00,2.34,101.00,2.00,10.00,Low
1730007,49,0.00,2.37,101.08,2.00,9.80,Low
1735007,49,0.00,2.42,100.92,2.00,9.80,Low
1740007,31,0.00,2.45,104.26,0.00,6.20,Low
1745009,17,0.00,2.47,95.06,2.00,3.40,Low
1750007,16,0.00,2.48,107.19,0.00,3.20,Low
1755007,17,0.00,2.49,95.06,2.00,3.40,Low
1760007,16,0.00,2.50,107.00,0.00,3.20,Low
1765008,17,0.00,2.51,100.94,0.00,3.40,Low
1770007,14,0.00,2.53,101.14,0.00,2.80,Low
1775007,13,0.00,2.54,101.15,0.00,2.60,Low
1780007,12,0.00,2.56,101.00,0.00,2.40,Low
1785007,13,0.00,2.57,93.23,2.00,2.60,Low
1790007,12,0.00,2.58,109.67,0.00,2.40,Low
1795008,13,0.00,2.59,93.62,2.00,2.60,Low
1800007,134,0.00,2.71,97.64,10.00,26.80,High
1805007,241,0.00,2.92,100.67,10.00,48.20,High
1810007,241,0.00,3.15,100.68,10.00,48.20,High
1815007,241,0.00,3.36,100.66,10.00,48.20,High
1820007,240,0.00,3.57,100.62,10.00,48.00,High
1825007,241,0.00,3.79,101.07,8.00,48.20,High
1830007,242,0.00,0.34,100.29,10.00,48.40,High
1835007,241,0.00,0.54,100.66,10.00,48.20,High
1840007,240,0.00,0.80,100.78,10.00,48.00,High
1845007,242,0.00,0.98,100.66,10.00,48.40,High
1850007,241,0.00,1.18,100.71,10.00,48.20,High
1855007,242,0.00,1.42,100.67,10.00,48.40,High
1860008,112,0.00,1.51,105.15,0.00,22.40,High
1865007,27,0.00,1.54,97.41,2.00,5.40,Low
1870007,49,0.00,1.58,100.84,2.00,9.80,Low
1875007,50,0.00,1.62,101.08,2.00,10.00,Low
1880008,49,0.00,1.66,101.00,2.00,9.80,Low
1885007,49,0.00,1.70,100.94,2.00,9.80,Low
1890007,50,0.00,1.75,101.08,2.00,10.00,Low
1895007,49,0.00,1.78,100.88,2.00,9.80,Low
1900007,49,0.00,1.83,101.02,2.00,9.80,Low
1905008,50,0.00,1.87,100.80,2.00,10.00,Low
1910007,49,0.00,1.91,100.88,2.00,9.80,Low
1915007,50,0.00,1.99,101.02,2.00,10.00,Low
1920007,49,0.00,2.03,100.90,2.00,9.80,Low
1925007,151,0.00,2.15,98.03,10.00,30.20,High
1930008,241,0.00,2.35,100.71,10.00,48.20,High
1935007,241,0.00,2.58,100.65,10.00,48.20,High
1940008,241,0.00,2.79,100.70,10.00,48.20,High
1945007,241,0.00,2.99,100.70,10.00,48.20,High
1950007,241,0.00,3.24,101.11,8.00,48.20,High
1955007,241,0.00,3.43,100.20,10.00,48.20,High
1960007,241,0.00,3.64,100.68,10.00,48.20,High
1965007,241,0.00,0.19,100.70,10.00,48.20,High
1970008,241,0.00,0.39,100.67,10.00,48.20,High
1975007,241,0.00,0.59,100.61,10.00,48.20,High
1980007,242,0.00,0.83,100.59,10.00,48.40,High
1985007,123,0.00,0.93,104.79,0.00,24.60,High
1990008,17,0.00,0.95,94.82,2.00,3.40,Low
1995007,16,0.00,0.96,107.38,0.00,3.20,Low
2000007,17,0.00,0.97,100.71,0.00,3.40,Low
2005007,17,0.00,0.99,94.94,2.00,3.40,Low
2010007,16,0.00,1.00,107.25,0.00,3.20,Low
2015007,15,0.00,1.01,94.13,2.00,3.00,Low
2020007,12,0.00,1.02,109.50,0.00,2.40,Low
2025007,13,0.00,1.03,93.23,2.00,2.60,Low
2030007,12,0.00,1.04,109.42,0.00,2.40,Low
2035007,13,0.00,1.05,93.15,2.00,2.60,Low
2040007,12,0.00,1.06,109.67,0.00,2.40,Low
2045007,6,0.00,1.07,100.67,0.00,1.20,Low
2050007,24,0.00,1.09,96.92,2.00,4.80,Low
2055007,50,0.00,1.13,101.04,2.00,10.00,Low
2060007,49,0.00,1.18,101.12,2.00,9.80,Low
2065007,49,0.00,1.27,101.12,2.00,9.80,Low
2070007,50,0.00,1.29,101.02,2.00,10.00,Low
2075008,49,0.00,1.33,100.96,2.00,9.80,Low
2080008,49,0.00,1.37,101.02,2.00,9.80,Low
2085007,50,0.00,1.41,101.14,2.00,10.00,Low
2090007,49,0.00,1.46,100.82,2.00,9.80,Low
2095008,50,0.00,1.50,100.72,2.00,10.00,Low
2100007,49,0.00,1.54,100.76,2.00,9.80,Low
2105007,50,0.00,1.58,100.94,2.00,10.00,Low
2110007,31,0.00,1.61,104.03,0.00,6.20,Low
2115007,13,0.00,1.62,100.85,0.00,2.60,Low
2120007,12,0.00,1.63,100.83,0.00,2.40,Low
2125008,13,0.00,1.64,101.38,0.00,2.60,Low
2130007,12,0.00,1.65,101.00,0.00,2.40,Low
2135007,13,0.00,1.66,100.85,0.00,2.60,Low
2140008,14,0.00,1.67,101.00,0.00,2.80,Low
2145007,17,0.00,1.69,95.00,2.00,3.40,Low
2150007,16,0.00,1.70,107.38,0.00,3.20,Low
2155007,17,0.00,1.72,100.94,0.00,3.40,Low
2160007,17,0.00,1.75,94.76,2.00,3.40,Low
2165007,16,0.00,1.78,107.25,0.00,3.20,Low
2170008,115,0.00,1.87,96.23,10.00,23.00,High
2175007,241,0.00,2.07,100.57,10.00,48.20,High
2180007,242,0.00,2.31,100.64,10.00,48.40,High
2185007,240,0.00,2.51,101.11,8.00,48.00,High
2190007,241,0.00,2.71,100.22,10.00,48.20,High
2195007,242,0.00,2.94,100.57,10.00,48.40,High
2200007,240,0.00,3.14,100.65,10.00,48.00,High
2205007,241,0.00,3.38,100.64,10.00,48.20,High
2210007,241,0.00,3.57,100.66,10.00,48.20,High
2215007,241,0.00,3.78,100.60,10.00,48.20,High
2220007,241,0.00,0.32,100.70,10.00,48.20,High
2225007,241,0.00,0.52,100.63,10.00,48.20,High
2230007,136,0.00,0.68,104.46,0.00,27.20,High
2235007,105,0.00,0.75,95.88,10.00,21.00,High
2240006,242,0.00,0.95,100.62,10.00,48.40,High
2245007,240,0.00,1.18,100.78,10.00,48.00,High
2250007,241,0.00,1.39,101.16,8.00,48.20,High
2255007,242,0.00,1.60,100.33,10.00,48.40,High
2260007,241,0.00,1.82,100.63,10.00,48.20,High
2265007,241,0.00,2.02,100.68,10.00,48.20,High
2270007,242,0.00,2.25,100.62,10.00,48.40,High
2275007,241,0.00,2.45,100.71,10.00,48.20,High
2280006,241,0.00,2.67,100.73,10.00,48.20,High
2285007,241,0.00,2.89,100.65,10.00,48.20,High
2290007,241,0.00,3.11,100.71,10.00,48.20,High
2295007,158,0.00,3.23,103.34,2.00,31.60,High
2300007,49,0.00,3.28,101.10,2.00,9.80,Low
2305007,49,0.00,3.33,101.08,2.00,9.80,Low
2310007,50,0.00,3.38,100.86,2.00,10.00,Low
2315007,49,0.00,3.42,101.06,2.00,9.80,Low
2320007,49,0.00,3.46,100.92,2.00,9.80,Low
2325008,50,0.00,3.50,100.92,2.00,10.00,Low
2330007,49,0.00,3.55,100.92,2.00,9.80,Low
2335007,50,0.00,3.60,100.86,2.00,10.00,Low
2340007,49,0.00,3.64,100.82,2.00,9.80,Low
2345007,50,0.00,3.68,100.88,2.00,10.00,Low
2350008,49,0.00,3.72,100.96,2.00,9.80,Low
2355007,34,0.00,3.75,103.82,0.00,6.80,Low
2360007,12,0.00,3.76,101.25,0.00,2.40,Low
2365007,13,0.00,3.77,101.00,0.00,2.60,Low
2370007,12,0.00,3.78,101.42,0.00,2.40,Low
2375007,13,0.00,3.79,93.15,2.00,2.60,Low
2380008,12,0.00,0.11,110.00,0.00,2.40,Low
2385008,14,0.00,0.13,101.14,0.00,2.80,Low
2390007,17,0.00,0.16,100.94,0.00,3.40,Low
2395007,17,0.00,0.18,94.76,2.00,3.40,Low
2400008,16,0.00,0.19,107.31,0.00,3.20,Low
2405007,17,0.00,0.21,95.24,2.00,3.40,Low
2410007,16,0.00,0.22,107.19,0.00,3.20,Low
2415007,10,0.00,0.23,100.80,0.00,2.00,Low
2420007,5,0.00,0.23,101.00,0.00,1.00,Low
2425007,13,0.00,0.24,100.77,0.00,2.60,Low
2430008,12,0.00,0.25,101.25,0.00,2.40,Low
2435007,13,0.00,0.26,100.92,0.00,2.60,Low
2440007,12,0.00,0.27,101.00,0.00,2.40,Low
2445007,13,0.00,0.29,100.92,0.00,2.60,Low
2450007,14,0.00,0.30,93.86,2.00,2.80,Low
2455007,16,0.00,0.31,107.13,0.00,3.20,Low
2460007,17,0.00,0.32,100.88,0.00,3.40,Low
2465007,17,0.00,0.34,94.94,2.00,3.40,Low
2470007,16,0.00,0.35,107.38,0.00,3.20,Low
2475007,17,0.00,0.37,100.82,0.00,3.40,Low
2480007,28,0.00,0.39,97.50,2.00,5.60,Low
2485008,50,0.00,0.43,100.86,2.00,10.00,Low
2490007,49,0.00,0.47,101.20,2.00,9.80,Low
2495007,49,0.00,0.51,101.12,2.00,9.80,Low
2500007,50,0.00,0.56,100.74,2.00,10.00,Low
2505007,49,0.00,0.65,101.14,2.00,9.80,Low
2510007,49,0.00,0.67,102.94,0.00,9.80,Low
2515007,50,0.00,0.71,99.08,2.00,10.00,Low
2520007,49,0.00,0.75,101.16,2.00,9.80,Low
2525008,50,0.00,0.79,100.90,2.00,10.00,Low
2530007,49,0.00,0.83,100.98,2.00,9.80,Low
2535007,49,0.00,0.87,101.06,2.00,9.80,Low
2540007,116,0.00,0.97,97.41,10.00,23.20,High
2545008,241,0.00,1.20,100.76,10.00,48.20,High
2550007,241,0.00,1.40,100.76,10.00,48.20,High
2555007,241,0.00,1.64,100.73,10.00,48.20,High
2560007,240,0.00,1.83,100.63,10.00,48.00,High
2565008,241,0.00,2.06,100.98,8.00,48.20,High
2570007,241,0.00,2.26,100.08,10.00,48.20,High
2575007,241,0.00,2.47,100.44,10.00,48.20,High
2580007,240,0.00,2.69,100.48,10.00,48.00,High
2585008,241,0.00,2.90,100.52,10.00,48.20,High
2590007,241,0.00,3.13,100.72,10.00,48.20,High
2595007,241,0.00,3.33,100.74,10.00,48.20,High
2600008,157,0.00,3.46,103.87,0.00,31.40,High
2605007,84,0.00,3.56,94.68,10.00,16.80,Medium
2610007,241,0.00,3.76,100.69,10.00,48.20,High
2615007,241,0.00,0.30,100.77,10.00,48.20,High
2620008,241,0.00,0.50,100.68,10.00,48.20,High
2625007,241,0.00,0.73,101.16,8.00,48.20,High
2630007,241,0.00,0.93,100.35,10.00,48.20,High
2635007,242,0.00,1.16,100.63,10.00,48.40,High
2640007,241,0.00,1.37,100.84,10.00,48.20,High
2645007,241,0.00,1.59,100.72,10.00,48.20,High
2650008,241,0.00,1.80,100.64,10.00,48.20,High
2655008,241,0.00,2.00,100.69,10.00,48.20,High
2660007,241,0.00,2.23,100.71,10.00,48.20,High
2665007,162,0.00,2.37,103.81,0.00,32.40,High
2670008,12,0.00,2.38,100.92,0.00,2.40,Low
2675007,13,0.00,2.39,101.08,0.00,2.60,Low
2680007,12,0.00,2.40,100.83,0.00,2.40,Low
2685008,13,0.00,2.41,101.08,0.00,2.60,Low
2690007,12,0.00,2.42,100.92,0.00,2.40,Low
2695007,25,0.00,2.44,96.80,2.00,5.00,Low
2700007,50,0.00,2.49,101.10,2.00,10.00,Low
2705007,49,0.00,2.53,100.96,2.00,9.80,Low
2710007,49,0.00,2.59,101.06,2.00,9.80,Low
2715007,50,0.00,2.63,100.98,2.00,10.00,Low
2720007,49,0.00,2.67,100.98,2.00,9.80,Low
2725007,49,0.00,2.71,101.10,2.00,9.80,Low
2730008,50,0.00,2.76,100.82,2.00,10.00,Low
2735007,49,0.00,2.80,101.22,2.00,9.80,Low
2740008,50,0.00,2.85,100.84,2.00,10.00,Low
2745007,49,0.00,2.89,101.06,2.00,9.80,Low
2750007,49,0.00,2.93,101.08,2.00,9.80,Low
2755008,39,0.00,2.96,103.46,0.00,7.80,Low
2760007,17,0.00,2.97,95.12,2.00,3.40,Low
2765007,16,0.00,2.99,107.06,0.00,3.20,Low
2770007,17,0.00,3.01,94.82,2.00,3.40,Low
2775007,16,0.00,3.02,107.13,0.00,3.20,Low
2780007,17,0.00,3.04,100.88,0.00,3.40,Low
2785007,11,0.00,3.06,100.91,0.00,2.20,Low
2790007,4,0.00,3.06,101.25,0.00,0.80,Low
2795007,13,0.00,3.07,101.15,0.00,2.60,Low
2800008,12,0.00,3.08,101.00,0.00,2.40,Low
2805007,13,0.00,3.09,93.23,2.00,2.60,Low
2810007,12,0.00,3.11,109.67,0.00,2.40,Low
2815007,13,0.00,3.12,93.15,2.00,2.60,Low
2820007,13,0.00,3.13,109.00,0.00,2.60,Low
2825007,17,0.00,3.14,101.06,0.00,3.40,Low
2830007,17,0.00,3.16,94.82,2.00,3.40,Low
2835007,16,0.00,3.17,107.63,0.00,3.20,Low
2840007,17,0.00,3.19,95.06,2.00,3.40,Low
2845008,16,0.00,3.20,107.13,0.00,3.20,Low
2850007,25,0.00,3.22,96.76,2.00,5.00,Low
2855007,50,0.00,3.27,100.78,2.00,10.00,Low
2860007,49,0.00,3.31,100.59,2.00,9.80,Low
2865007,50,0.00,3.35,101.06,2.00,10.00,Low
2870008,49,0.00,3.40,100.98,2.00,9.80,Low
2875008,50,0.00,3.44,100.78,2.00,10.00,Low
2880007,49,0.00,3.48,100.96,2.00,9.80,Low
2885008,49,0.00,3.53,100.88,2.00,9.80,Low
2890007,50,0.00,3.58,100.92,2.00,10.00,Low
2895007,49,0.00,3.62,100.88,2.00,9.80,Low
2900006,50,0.00,3.67,100.98,2.00,10.00,Low
2905008,49,0.00,3.71,100.98,2.00,9.80,Low
2910007,99,0.00,0.11,96.80,10.00,19.80,Medium
2915007,241,0.00,0.33,100.70,10.00,48.20,High
2920007,242,0.00,0.54,100.69,10.00,48.40,High
2925008,241,0.00,0.77,100.69,10.00,48.20,High
2930007,241,0.00,0.97,100.66,10.00,48.20,High
2935007,240,0.00,1.19,101.11,8.00,48.00,High
2940007,242,0.00,1.40,100.24,10.00,48.40,High
2945008,241,0.00,1.62,100.63,10.00,48.20,High
2950006,241,0.00,1.83,100.68,10.00,48.20,High
2955009,241,0.00,2.05,100.73,10.00,48.20,High
2960007,240,0.00,2.26,100.68,10.00,48.00,High
2965007,241,0.00,2.48,100.75,10.00,48.20,High
2970007,179,0.00,2.63,103.44,0.00,35.80,High
2975008,5,0.00,2.64,80.80,2.00,1.00,Low
2980007,16,0.00,2.65,107.19,0.00,3.20,Low
2985007,17,0.00,2.67,100.94,0.00,3.40,Low
2990007,17,0.00,2.68,94.94,2.00,3.40,Low
2995007,16,0.00,2.69,107.50,0.00,3.20,Low
3000007,17,0.00,2.71,95.00,2.00,3.40,Low
3005008,24,0.00,2.73,100.75,2.00,4.80,Low
3010007,49,0.00,2.77,100.94,2.00,9.80,Low
3015008,50,0.00,2.85,101.00,2.00,10.00,Low
3020007,49,0.00,2.88,100.90,2.00,9.80,Low
3025008,49,0.00,2.92,101.02,2.00,9.80,Low
3030007,50,0.00,2.96,100.98,2.00,10.00,Low
3035009,49,0.00,3.00,100.84,2.00,9.80,Low
3040008,50,0.00,3.04,100.90,2.00,10.00,Low
3045007,49,0.00,3.08,100.92,2.00,9.80,Low
3050007,49,0.00,3.13,100.94,2.00,9.80,Low
3055008,50,0.00,3.17,100.90,2.00,10.00,Low
3060007,49,0.00,3.21,100.76,2.00,9.80,Low
3065007,41,0.00,3.27,103.24,0.00,8.20,Low
3070007,13,0.00,3.29,93.38,2.00,2.60,Low
3075007,12,0.00,3.30,109.67,0.00,2.40,Low
3080007,13,0.00,3.31,93.54,2.00,2.60,Low
3085007,12,0.00,3.32,109.33,0.00,2.40,Low
3090008,13,0.00,3.32,93.23,2.00,2.60,Low
3095007,60,0.00,3.37,94.05,10.00,12.00,Medium
3100007,240,0.00,3.57,100.76,10.00,48.00,High
3105007,241,0.00,0.12,100.65,10.00,48.20,High
3110007,241,0.00,0.34,100.70,10.00,48.20,High
3115007,241,0.00,0.57,100.67,10.00,48.20,High
3120007,241,0.00,0.76,100.73,10.00,48.20,High
3125007,241,0.00,0.99,100.61,10.00,48.20,High
3130006,241,0.00,1.19,100.68,10.00,48.20,High
3135007,241,0.00,1.40,100.61,10.00,48.20,High
3140007,241,0.00,1.63,100.71,10.00,48.20,High
3145007,241,0.00,1.83,100.68,10.00,48.20,High
3150007,241,0.00,2.05,100.63,10.00,48.20,High
3155007,190,0.00,2.21,103.36,0.00,38.00,High
3160008,51,0.00,2.26,90.82,10.00,10.20,Medium
3165007,242,0.00,2.48,100.51,10.00,48.40,High
3170007,240,0.00,2.68,100.78,10.00,48.00,High
3175007,242,0.00,2.91,100.60,10.00,48.40,High
3180007,240,0.00,3.11,101.16,8.00,48.00,High
3185007,241,0.00,3.34,100.37,10.00,48.20,High
3190007,241,0.00,3.54,100.72,10.00,48.20,High
3195008,242,0.00,3.77,100.76,10.00,48.40,High
3200009,240,0.00,0.31,101.18,8.00,48.00,High
3205009,241,0.00,0.51,100.27,10.00,48.20,High
3210007,241,0.00,0.74,100.72,10.00,48.20,High
3215007,241,0.00,0.94,100.70,10.00,48.20,High
3220007,195,0.00,1.13,103.24,0.00,39.00,High
3225007,17,0.00,1.14,95.24,2.00,3.40,Low
3230008,16,0.00,1.15,107.06,0.00,3.20,Low
3235006,17,0.00,1.17,94.71,2.00,3.40,Low
3240007,16,0.00,1.18,107.13,0.00,3.20,Low
3245007,17,0.00,1.20,101.06,0.00,3.40,Low
3250007,22,0.00,1.22,96.50,2.00,4.40,Low
3255007,50,0.00,1.26,101.26,2.00,10.00,Low
3260007,49,0.00,1.30,100.98,2.00,9.80,Low
3265007,49,0.00,1.34,101.10,2.00,9.80,Low
3270007,50,0.00,1.38,101.04,2.00,10.00,Low
3275007,49,0.00,1.46,101.04,2.00,9.80,Low
3280007,49,0.00,1.50,101.12,2.00,9.80,Low
3285007,50,0.00,1.53,100.98,2.00,10.00,Low
3290007,49,0.00,1.57,100.96,2.00,9.80,Low
3295007,50,0.00,1.61,100.82,2.00,10.00,Low
3300007,49,0.00,1.66,101.35,2.00,9.80,Low
3305007,49,0.00,1.70,100.98,2.00,9.80,Low
3310007,44,0.00,1.74,100.98,2.00,8.80,Low
3315007,12,0.00,1.75,109.50,0.00,2.40,Low
3320008,13,0.00,1.76,93.15,2.00,2.60,Low
3325007,12,0.00,1.77,109.67,0.00,2.40,Low
3330008,12,0.00,1.78,100.92,0.00,2.40,Low
3335007,13,0.00,1.79,100.92,0.00,2.60,Low
3340008,10,0.00,1.80,101.20,0.00,2.00,Low
3345007,8,0.00,1.81,88.13,2.00,1.60,Low
3350007,49,0.00,1.85,101.16,2.00,9.80,Low
3355008,50,0.00,1.93,100.86,2.00,10.00,Low
3360007,49,0.00,1.96,100.98,2.00,9.80,Low
3365008,50,0.00,2.00,101.08,2.00,10.00,Low
3370007,49,0.00,2.03,101.08,2.00,9.80,Low
3375007,49,0.00,2.08,101.18,2.00,9.80,Low
3380007,50,0.00,2.12,101.14,2.00,10.00,Low
3385007,49,0.00,2.16,100.82,2.00,9.80,Low
3390007,49,0.00,2.21,101.16,2.00,9.80,Low
3395007,50,0.00,2.25,100.76,2.00,10.00,Low
3400007,49,0.00,2.30,100.73,2.00,9.80,Low
3405007,45,0.00,2.36,103.09,0.00,9.00,Low
3410007,17,0.00,2.37,94.88,2.00,3.40,Low
3415007,16,0.00,2.38,107.56,0.00,3.20,Low
3420007,17,0.00,2.39,95.06,2.00,3.40,Low
3425008,16,0.00,2.41,107.00,0.00,3.20,Low
3430008,17,0.00,2.42,100.94,0.00,3.40,Low
3435007,16,0.00,2.43,100.88,0.00,3.20,Low
3440008,13,0.00,2.44,93.08,2.00,2.60,Low
3445007,12,0.00,2.45,109.50,0.00,2.40,Low
3450007,13,0.00,2.47,93.54,2.00,2.60,Low
3455007,12,0.00,2.48,109.50,0.00,2.40,Low
3460007,12,0.00,2.49,101.33,0.00,2.40,Low
3465007,39,0.00,2.52,87.87,10.00,7.80,Low
3470008,242,0.00,2.72,100.62,10.00,48.40,High
3475007,240,0.00,2.95,101.06,8.00,48.00,High
3480007,242,0.00,3.15,100.18,10.00,48.40,High
3485007,240,0.00,3.38,100.65,10.00,48.00,High
3490008,241,0.00,3.58,101.05,8.00,48.20,High
3495007,241,0.00,0.12,100.64,8.00,48.20,High
3500008,242,0.00,0.34,100.21,10.00,48.40,High
3505007,241,0.00,0.60,100.64,10.00,48.20,High
3510007,241,0.00,0.77,100.61,10.00,48.20,High
3515007,242,0.00,1.00,100.60,10.00,48.40,High
3520007,241,0.00,1.20,100.62,10.00,48.20,High
3525008,213,0.00,1.38,103.02,0.00,42.60,High
3530007,28,0.00,1.41,82.71,10.00,5.60,Low
3535007,240,0.00,1.63,101.07,8.00,48.00,High
3540007,242,0.00,1.83,100.26,10.00,48.40,High
3545007,241,0.00,2.06,100.62,10.00,48.20,High
3550008,241,0.00,2.26,100.61,10.00,48.20,High
3555007,242,0.00,2.49,100.66,10.00,48.40,High
3560008,241,0.00,2.69,100.65,10.00,48.20,High
3565007,241,0.00,2.92,100.71,10.00,48.20,High
3570007,241,0.00,3.12,100.67,10.00,48.20,High
3575007,241,0.00,3.34,100.64,10.00,48.20,High
3580007,241,0.00,3.55,100.67,10.00,48.20,High
3585007,241,0.00,3.77,100.73,10.00,48.20,High
3590007,216,0.00,0.29,103.04,0.00,43.20,High
3595007,12,0.00,0.30,100.75,0.00,2.40,Low
3600007,13,0.00,0.31,100.77,0.00,2.60,Low
3605007,12,0.00,0.32,101.00,0.00,2.40,Low
3610009,13,0.00,0.33,101.31,0.00,2.60,Low
3615007,12,0.00,0.34,101.08,0.00,2.40,Low
3620007,16,0.00,0.35,95.06,2.00,3.20,Low
3625008,50,0.00,0.40,101.00,2.00,10.00,Low
3630007,49,0.00,0.44,101.14,2.00,9.80,Low
3635007,49,0.00,0.48,101.00,2.00,9.80,Low
3640008,50,0.00,0.54,100.72,2.00,10.00,Low
3645007,49,0.00,0.61,101.16,2.00,9.80,Low
3650007,49,0.00,0.63,100.92,2.00,9.80,Low
3655008,50,0.00,0.67,100.84,2.00,10.00,Low
3660007,49,0.00,0.71,101.00,2.00,9.80,Low
3665007,50,0.00,0.75,100.82,2.00,10.00,Low
3670007,49,0.00,0.80,101.18,2.00,9.80,Low
3675008,50,0.00,0.84,101.02,2.00,10.00,Low
3680008,46,0.00,0.87,103.13,0.00,9.20,Low
3685007,17,0.00,0.89,95.06,2.00,3.40,Low
3690007,16,0.00,0.91,107.50,0.00,3.20,Low
3695008,17,0.00,0.92,94.76,2.00,3.40,Low
3700007,16,0.00,0.93,107.50,0.00,3.20,Low
3705007,17,0.00,0.95,101.00,0.00,3.40,Low
3710008,15,0.00,0.96,100.93,0.00,3.00,Low
3715007,1,0.00,0.97,100.00,0.00,0.20,Low
3720007,13,0.00,0.99,93.15,2.00,2.60,Low
3725007,12,0.00,1.01,109.33,0.00,2.40,Low
3730007,13,0.00,1.03,93.54,2.00,2.60,Low
3735007,12,0.00,1.04,109.33,0.00,2.40,Low
3740007,13,0.00,1.05,93.15,2.00,2.60,Low
3745008,12,0.00,1.06,109.58,0.00,2.40,Low
3750007,17,0.00,1.07,100.82,0.00,3.40,Low
3755007,16,0.00,1.08,100.81,0.00,3.20,Low
3760007,17,0.00,1.09,100.94,0.00,3.40,Low
3765008,17,0.00,1.11,94.88,2.00,3.40,Low
3770007,16,0.00,1.12,107.38,0.00,3.20,Low
3775007,18,0.00,1.14,95.22,2.00,3.60,Low
3780007,49,0.00,1.18,100.84,2.00,9.80,Low
3785007,50,0.00,1.22,100.94,2.00,10.00,Low
3790007,49,0.00,1.26,100.94,2.00,9.80,Low
3795007,49,0.00,1.30,100.80,2.00,9.80,Low
3800007,50,0.00,1.34,100.86,2.00,10.00,Low
3805007,49,0.00,1.39,100.84,2.00,9.80,Low
3810007,49,0.00,1.45,101.04,2.00,9.80,Low
3815007,50,0.00,1.50,100.78,2.00,10.00,Low
3820008,49,0.00,1.54,100.98,2.00,9.80,Low
3825007,49,0.00,1.58,100.98,2.00,9.80,Low
3830008,50,0.00,1.62,101.14,2.00,10.00,Low
3835007,51,0.00,1.66,97.00,6.00,10.20,Medium
3840007,241,0.00,1.87,99.83,10.00,48.20,High
3845008,241,0.00,2.09,100.66,10.00,48.20,High
3850008,241,0.00,2.30,100.57,10.00,48.20,High
3855007,241,0.00,2.52,100.54,10.00,48.20,High
3860007,240,0.00,2.73,101.01,8.00,48.00,High
3865007,241,0.00,2.94,100.29,10.00,48.20,High
3870007,241,0.00,3.15,100.64,10.00,48.20,High
3875007,241,0.00,3.37,100.67,10.00,48.20,High
3880007,241,0.00,3.58,100.62,10.00,48.20,High
3885007,242,0.00,0.12,100.74,10.00,48.40,High
3890009,240,0.00,0.34,101.10,8.00,48.00,High
3895007,239,0.00,0.59,101.02,6.00,47.80,High
3900007,1,0.00,0.59,302.00,2.00,0.20,Low
3905007,49,0.00,0.62,100.88,2.00,9.80,Low
3910007,50,0.00,0.65,100.96,2.00,10.00,Low
3915007,49,0.00,0.69,101.14,2.00,9.80,Low
3920008,49,0.00,0.73,101.08,2.00,9.80,Low
3925007,50,0.00,0.77,101.04,2.00,10.00,Low
3930007,49,0.00,0.81,101.10,2.00,9.80,Low
3935007,49,0.00,0.85,100.88,2.00,9.80,Low
3940007,50,0.00,0.89,101.02,2.00,10.00,Low
3945008,49,0.00,0.94,100.92,2.00,9.80,Low
3950007,50,0.00,1.01,100.88,2.00,10.00,Low
3955007,49,0.00,1.05,101.04,2.00,9.80,Low
3960009,50,0.00,1.09,101.12,2.00,10.00,Low
3965007,16,0.00,1.10,107.00,0.00,3.20,Low
3970008,17,0.00,1.12,95.06,2.00,3.40,Low
3975007,16,0.00,1.13,107.19,0.00,3.20,Low
3980007,17,0.00,1.14,100.47,0.00,3.40,Low
3985007,17,0.00,1.16,94.88,2.00,3.40,Low
3990007,16,0.00,1.17,107.31,0.00,3.20,Low
3995007,237,0.00,1.37,98.45,10.00,47.40,High
4000007,242,0.00,1.60,100.65,10.00,48.40,High
4005007,240,0.00,1.80,101.10,8.00,48.00,High
4010007,242,0.00,2.03,100.20,10.00,48.40,High
4015008,240,0.00,2.23,100.63,10.00,48.00,High
4020006,242,0.00,2.46,100.68,10.00,48.40,High
4025007,240,0.00,2.66,100.57,10.00,48.00,High
4030007,241,0.00,2.88,100.66,10.00,48.20,High
4035007,242,0.00,3.09,100.57,10.00,48.40,High
4040006,240,0.00,3.31,100.68,10.00,48.00,High
4045008,241,0.00,3.51,100.63,10.00,48.20,High
4050007,240,0.00,3.74,100.70,10.00,48.00,High
4055007,18,0.00,3.75,123.33,2.00,3.60,Low
4060007,12,0.00,3.77,109.42,0.00,2.40,Low
4065007,13,0.00,3.78,92.69,2.00,2.60,Low
